[DIVADM].[COD_SUBCIR].[COD_SUBCIR].[MEMBER_UNIQUE_NAME],[DIVADM].[COD_SUBCIR].[COD_SUBCIR].[MEMBER_CAPTION],[Measures].[SumaIncidentes]
[DIVADM].[COD_SUBCIR].&[12D06C01S01],12D06C01S01,6907
[DIVADM].[COD_SUBCIR].&[12D06C02S01],12D06C02S01,2830
[DIVADM].[COD_SUBCIR].&[12D06C03S01],12D06C03S01,16357
[DIVADM].[COD_SUBCIR].&[12D06C03S02],12D06C03S02,15770
[DIVADM].[COD_SUBCIR].&[12D06C04S01],12D06C04S01,19151
[DIVADM].[COD_SUBCIR].&[12D06C04S02],12D06C04S02,20675
[DIVADM].[COD_SUBCIR].&[12D06C05S01],12D06C05S01,12283
[DIVADM].[COD_SUBCIR].&[12D06C05S02],12D06C05S02,3503
[DIVADM].[COD_SUBCIR].&[12D06C06S01],12D06C06S01,349
[DIVADM].[COD_SUBCIR].&[12D06C07S01],12D06C07S01,9280
[DIVADM].[COD_SUBCIR].&[12D06C08S01],12D06C08S01,2853
[DIVADM].[COD_SUBCIR].&[12D06C09S01],12D06C09S01,5157
[DIVADM].[COD_SUBCIR].&[12D06C10S01],12D06C10S01,21304
[DIVADM].[COD_SUBCIR].&[13D01C01S01],13D01C01S01,3780
[DIVADM].[COD_SUBCIR].&[13D01C01S02],13D01C01S02,8068
[DIVADM].[COD_SUBCIR].&[13D01C02S01],13D01C02S01,14707
[DIVADM].[COD_SUBCIR].&[13D01C02S02],13D01C02S02,8823
[DIVADM].[COD_SUBCIR].&[13D01C03S01],13D01C03S01,27447
[DIVADM].[COD_SUBCIR].&[13D01C03S02],13D01C03S02,22231
[DIVADM].[COD_SUBCIR].&[13D01C03S03],13D01C03S03,8145
[DIVADM].[COD_SUBCIR].&[13D01C04S01],13D01C04S01,3784
[DIVADM].[COD_SUBCIR].&[13D01C04S02],13D01C04S02,18275
[DIVADM].[COD_SUBCIR].&[13D01C04S03],13D01C04S03,9842
[DIVADM].[COD_SUBCIR].&[13D01C04S04],13D01C04S04,22899
[DIVADM].[COD_SUBCIR].&[13D01C05S01],13D01C05S01,6376
[DIVADM].[COD_SUBCIR].&[13D01C05S02],13D01C05S02,26622
[DIVADM].[COD_SUBCIR].&[13D01C06S01],13D01C06S01,20650
[DIVADM].[COD_SUBCIR].&[13D01C06S02],13D01C06S02,30694
[DIVADM].[COD_SUBCIR].&[13D01C06S03],13D01C06S03,53396
[DIVADM].[COD_SUBCIR].&[13D01C07S01],13D01C07S01,370
[DIVADM].[COD_SUBCIR].&[13D01C07S02],13D01C07S02,15350
[DIVADM].[COD_SUBCIR].&[13D01C08S01],13D01C08S01,3532
[DIVADM].[COD_SUBCIR].&[13D01C09S01],13D01C09S01,5606
[DIVADM].[COD_SUBCIR].&[13D01C10S01],13D01C10S01,14763
[DIVADM].[COD_SUBCIR].&[13D01C11S01],13D01C11S01,2049
[DIVADM].[COD_SUBCIR].&[13D01C11S02],13D01C11S02,482
[DIVADM].[COD_SUBCIR].&[13D01C12S01],13D01C12S01,6126
[DIVADM].[COD_SUBCIR].&[13D01C12S02],13D01C12S02,1150
[DIVADM].[COD_SUBCIR].&[13D01C13S01],13D01C13S01,7608
[DIVADM].[COD_SUBCIR].&[13D01C14S01],13D01C14S01,2970
[DIVADM].[COD_SUBCIR].&[13D02C01S01],13D02C01S01,1863
[DIVADM].[COD_SUBCIR].&[13D02C01S02],13D02C01S02,10226
[DIVADM].[COD_SUBCIR].&[13D02C01S03],13D02C01S03,15123
[DIVADM].[COD_SUBCIR].&[13D02C02S01],13D02C02S01,11530
[DIVADM].[COD_SUBCIR].&[13D02C02S02],13D02C02S02,7550
[DIVADM].[COD_SUBCIR].&[13D02C02S03],13D02C02S03,6765
[DIVADM].[COD_SUBCIR].&[13D02C03S01],13D02C03S01,2402
[DIVADM].[COD_SUBCIR].&[13D02C04S01],13D02C04S01,20668
[DIVADM].[COD_SUBCIR].&[13D02C04S02],13D02C04S02,7726
[DIVADM].[COD_SUBCIR].&[13D02C04S03],13D02C04S03,11562
[DIVADM].[COD_SUBCIR].&[13D02C05S01],13D02C05S01,16429
[DIVADM].[COD_SUBCIR].&[13D02C05S02],13D02C05S02,11288
[DIVADM].[COD_SUBCIR].&[13D02C05S03],13D02C05S03,7256
[DIVADM].[COD_SUBCIR].&[13D02C06S01],13D02C06S01,18181
[DIVADM].[COD_SUBCIR].&[13D02C06S02],13D02C06S02,11881
[DIVADM].[COD_SUBCIR].&[13D02C07S01],13D02C07S01,17938
[DIVADM].[COD_SUBCIR].&[13D02C07S02],13D02C07S02,10152
[DIVADM].[COD_SUBCIR].&[13D02C08S01],13D02C08S01,5897
[DIVADM].[COD_SUBCIR].&[13D02C08S02],13D02C08S02,7093
[DIVADM].[COD_SUBCIR].&[13D02C08S03],13D02C08S03,14848
[DIVADM].[COD_SUBCIR].&[13D02C09S01],13D02C09S01,7360
[DIVADM].[COD_SUBCIR].&[13D02C09S02],13D02C09S02,14070
[DIVADM].[COD_SUBCIR].&[13D02C10S01],13D02C10S01,8511
[DIVADM].[COD_SUBCIR].&[13D02C10S02],13D02C10S02,12893
[DIVADM].[COD_SUBCIR].&[13D02C10S03],13D02C10S03,3952
[DIVADM].[COD_SUBCIR].&[13D02C10S04],13D02C10S04,5634
[DIVADM].[COD_SUBCIR].&[13D02C11S01],13D02C11S01,23466
[DIVADM].[COD_SUBCIR].&[13D02C12S01],13D02C12S01,4657
[DIVADM].[COD_SUBCIR].&[13D02C13S01],13D02C13S01,3016
[DIVADM].[COD_SUBCIR].&[13D02C14S01],13D02C14S01,1669
[DIVADM].[COD_SUBCIR].&[13D02C15S01],13D02C15S01,8172
[DIVADM].[COD_SUBCIR].&[13D02C16S01],13D02C16S01,5582
[DIVADM].[COD_SUBCIR].&[13D02C17S01],13D02C17S01,3529
[DIVADM].[COD_SUBCIR].&[13D02C17S02],13D02C17S02,8231
[DIVADM].[COD_SUBCIR].&[13D02C18S01],13D02C18S01,5244
[DIVADM].[COD_SUBCIR].&[13D02C19S01],13D02C19S01,10461
[DIVADM].[COD_SUBCIR].&[13D02C19S02],13D02C19S02,17753
[DIVADM].[COD_SUBCIR].&[13D02C20S01],13D02C20S01,13832
[DIVADM].[COD_SUBCIR].&[13D02C20S02],13D02C20S02,7401
[DIVADM].[COD_SUBCIR].&[13D03C01S01],13D03C01S01,3566
[DIVADM].[COD_SUBCIR].&[13D03C02S01],13D03C02S01,5567
[DIVADM].[COD_SUBCIR].&[13D03C02S02],13D03C02S02,3762
[DIVADM].[COD_SUBCIR].&[13D03C03S01],13D03C03S01,9031
[DIVADM].[COD_SUBCIR].&[13D03C04S01],13D03C04S01,6310
[DIVADM].[COD_SUBCIR].&[13D03C05S01],13D03C05S01,10631
[DIVADM].[COD_SUBCIR].&[13D03C06S01],13D03C06S01,651
[DIVADM].[COD_SUBCIR].&[13D03C07S01],13D03C07S01,2344
[DIVADM].[COD_SUBCIR].&[13D03C08S01],13D03C08S01,839
[DIVADM].[COD_SUBCIR].&[13D03C09S01],13D03C09S01,2990
[DIVADM].[COD_SUBCIR].&[13D03C10S01],13D03C10S01,738
[DIVADM].[COD_SUBCIR].&[13D03C11S01],13D03C11S01,11728
[DIVADM].[COD_SUBCIR].&[13D04C01S01],13D04C01S01,2658
[DIVADM].[COD_SUBCIR].&[13D04C02S01],13D04C02S01,168
[DIVADM].[COD_SUBCIR].&[13D04C03S01],13D04C03S01,7169
[DIVADM].[COD_SUBCIR].&[13D04C04S01],13D04C04S01,499
[DIVADM].[COD_SUBCIR].&[13D04C05S01],13D04C05S01,1991
[DIVADM].[COD_SUBCIR].&[13D04C06S01],13D04C06S01,993
[DIVADM].[COD_SUBCIR].&[13D04C07S01],13D04C07S01,860
[DIVADM].[COD_SUBCIR].&[13D04C08S01],13D04C08S01,185
[DIVADM].[COD_SUBCIR].&[13D04C09S01],13D04C09S01,440
[DIVADM].[COD_SUBCIR].&[13D04C10S01],13D04C10S01,727
[DIVADM].[COD_SUBCIR].&[13D04C11S01],13D04C11S01,4483
[DIVADM].[COD_SUBCIR].&[13D04C12S01],13D04C12S01,827
[DIVADM].[COD_SUBCIR].&[13D04C13S01],13D04C13S01,1846
[DIVADM].[COD_SUBCIR].&[13D04C14S01],13D04C14S01,1266
[DIVADM].[COD_SUBCIR].&[13D05C01S01],13D05C01S01,2635
[DIVADM].[COD_SUBCIR].&[13D05C02S01],13D05C02S01,13321
[DIVADM].[COD_SUBCIR].&[13D05C03S01],13D05C03S01,2766
[DIVADM].[COD_SUBCIR].&[13D05C03S02],13D05C03S02,24956
[DIVADM].[COD_SUBCIR].&[13D05C03S03],13D05C03S03,5448
[DIVADM].[COD_SUBCIR].&[13D05C04S01],13D05C04S01,3044
[DIVADM].[COD_SUBCIR].&[13D05C05S01],13D05C05S01,1847
[DIVADM].[COD_SUBCIR].&[13D05C06S01],13D05C06S01,387
[DIVADM].[COD_SUBCIR].&[13D05C06S02],13D05C06S02,951
[DIVADM].[COD_SUBCIR].&[13D05C07S01],13D05C07S01,1363
[DIVADM].[COD_SUBCIR].&[13D06C01S01],13D06C01S01,12601
[DIVADM].[COD_SUBCIR].&[13D06C02S01],13D06C02S01,9216
[DIVADM].[COD_SUBCIR].&[13D06C03S01],13D06C03S01,423
[DIVADM].[COD_SUBCIR].&[13D06C04S01],13D06C04S01,1306
[DIVADM].[COD_SUBCIR].&[13D06C05S01],13D06C05S01,337
[DIVADM].[COD_SUBCIR].&[13D06C06S01],13D06C06S01,4506
[DIVADM].[COD_SUBCIR].&[13D06C07S01],13D06C07S01,3992
[DIVADM].[COD_SUBCIR].&[13D07C01S01],13D07C01S01,7455
[DIVADM].[COD_SUBCIR].&[13D07C01S02],13D07C01S02,606
[DIVADM].[COD_SUBCIR].&[13D07C02S01],13D07C02S01,7931
[DIVADM].[COD_SUBCIR].&[13D07C03S01],13D07C03S01,10251
[DIVADM].[COD_SUBCIR].&[13D07C04S01],13D07C04S01,32362
[DIVADM].[COD_SUBCIR].&[13D07C05S01],13D07C05S01,9473
[DIVADM].[COD_SUBCIR].&[13D07C06S01],13D07C06S01,304
[DIVADM].[COD_SUBCIR].&[13D07C07S01],13D07C07S01,1597
[DIVADM].[COD_SUBCIR].&[13D07C08S01],13D07C08S01,1054
[DIVADM].[COD_SUBCIR].&[13D07C09S01],13D07C09S01,583
[DIVADM].[COD_SUBCIR].&[13D07C10S01],13D07C10S01,2028
[DIVADM].[COD_SUBCIR].&[13D07C11S01],13D07C11S01,664
[DIVADM].[COD_SUBCIR].&[13D07C11S02],13D07C11S02,2288
[DIVADM].[COD_SUBCIR].&[13D07C12S01],13D07C12S01,1790
[DIVADM].[COD_SUBCIR].&[13D07C13S01],13D07C13S01,2244
[DIVADM].[COD_SUBCIR].&[13D07C14S01],13D07C14S01,954
[DIVADM].[COD_SUBCIR].&[13D07C15S01],13D07C15S01,5780
[DIVADM].[COD_SUBCIR].&[13D07C16S01],13D07C16S01,1603
[DIVADM].[COD_SUBCIR].&[13D07C17S01],13D07C17S01,834
[DIVADM].[COD_SUBCIR].&[13D07C18S01],13D07C18S01,127
[DIVADM].[COD_SUBCIR].&[13D07C19S01],13D07C19S01,977
[DIVADM].[COD_SUBCIR].&[13D08C01S01],13D08C01S01,318
[DIVADM].[COD_SUBCIR].&[13D08C02S01],13D08C02S01,439
[DIVADM].[COD_SUBCIR].&[13D08C03S01],13D08C03S01,4357
[DIVADM].[COD_SUBCIR].&[13D08C03S02],13D08C03S02,457
[DIVADM].[COD_SUBCIR].&[13D08C04S01],13D08C04S01,1085
[DIVADM].[COD_SUBCIR].&[13D08C05S01],13D08C05S01,410
[DIVADM].[COD_SUBCIR].&[13D08C06S01],13D08C06S01,46
[DIVADM].[COD_SUBCIR].&[13D09C01S01],13D09C01S01,6590
[DIVADM].[COD_SUBCIR].&[13D09C02S01],13D09C02S01,772
[DIVADM].[COD_SUBCIR].&[13D09C03S01],13D09C03S01,446
[DIVADM].[COD_SUBCIR].&[13D09C04S01],13D09C04S01,579
[DIVADM].[COD_SUBCIR].&[13D09C05S01],13D09C05S01,1227
[DIVADM].[COD_SUBCIR].&[13D09C06S01],13D09C06S01,3747
[DIVADM].[COD_SUBCIR].&[13D10C01S01],13D10C01S01,576
[DIVADM].[COD_SUBCIR].&[13D10C02S01],13D10C02S01,22843
[DIVADM].[COD_SUBCIR].&[13D10C03S01],13D10C03S01,14234
[DIVADM].[COD_SUBCIR].&[13D10C04S01],13D10C04S01,1040
[DIVADM].[COD_SUBCIR].&[13D10C05S01],13D10C05S01,5563
[DIVADM].[COD_SUBCIR].&[13D10C06S01],13D10C06S01,4897
[DIVADM].[COD_SUBCIR].&[13D10C07S01],13D10C07S01,541
[DIVADM].[COD_SUBCIR].&[13D10C08S01],13D10C08S01,5581
[DIVADM].[COD_SUBCIR].&[13D10C09S01],13D10C09S01,1010
[DIVADM].[COD_SUBCIR].&[13D11C01S01],13D11C01S01,16350
[DIVADM].[COD_SUBCIR].&[13D11C01S02],13D11C01S02,3809
[DIVADM].[COD_SUBCIR].&[13D11C02S01],13D11C02S01,3071
[DIVADM].[COD_SUBCIR].&[13D11C03S01],13D11C03S01,6922
[DIVADM].[COD_SUBCIR].&[13D11C03S02],13D11C03S02,6664
[DIVADM].[COD_SUBCIR].&[13D11C04S01],13D11C04S01,3829
[DIVADM].[COD_SUBCIR].&[13D11C05S01],13D11C05S01,13847
[DIVADM].[COD_SUBCIR].&[13D11C05S02],13D11C05S02,370
[DIVADM].[COD_SUBCIR].&[13D11C06S01],13D11C06S01,3589
[DIVADM].[COD_SUBCIR].&[13D12C01S01],13D12C01S01,4511
[DIVADM].[COD_SUBCIR].&[13D12C01S02],13D12C01S02,17396
[DIVADM].[COD_SUBCIR].&[13D12C02S01],13D12C02S01,1939
[DIVADM].[COD_SUBCIR].&[13D12C03S01],13D12C03S01,9522
[DIVADM].[COD_SUBCIR].&[13D12C04S01],13D12C04S01,10241
[DIVADM].[COD_SUBCIR].&[13D12C05S01],13D12C05S01,1860
[DIVADM].[COD_SUBCIR].&[13D12C05S02],13D12C05S02,1624
[DIVADM].[COD_SUBCIR].&[14D01C01S01],14D01C01S01,6275
[DIVADM].[COD_SUBCIR].&[14D01C02S01],14D01C02S01,1595
[DIVADM].[COD_SUBCIR].&[14D01C03S01],14D01C03S01,4539
[DIVADM].[COD_SUBCIR].&[14D01C04S01],14D01C04S01,491
[DIVADM].[COD_SUBCIR].&[14D01C05S01],14D01C05S01,82432
[DIVADM].[COD_SUBCIR].&[14D01C05S02],14D01C05S02,24903
[DIVADM].[COD_SUBCIR].&[14D01C06S01],14D01C06S01,21657
[DIVADM].[COD_SUBCIR].&[14D01C06S02],14D01C06S02,720
[DIVADM].[COD_SUBCIR].&[14D01C07S01],14D01C07S01,1579
[DIVADM].[COD_SUBCIR].&[14D02C01S01],14D02C01S01,12751
[DIVADM].[COD_SUBCIR].&[14D02C02S01],14D02C02S01,2737
[DIVADM].[COD_SUBCIR].&[14D02C03S01],14D02C03S01,15850
[DIVADM].[COD_SUBCIR].&[14D02C04S01],14D02C04S01,4527
[DIVADM].[COD_SUBCIR].&[14D03C01S01],14D03C01S01,2793
[DIVADM].[COD_SUBCIR].&[14D03C02S01],14D03C02S01,32332
[DIVADM].[COD_SUBCIR].&[14D03C03S01],14D03C03S01,5798
[DIVADM].[COD_SUBCIR].&[14D03C04S01],14D03C04S01,236
[DIVADM].[COD_SUBCIR].&[14D04C01S01],14D04C01S01,458
[DIVADM].[COD_SUBCIR].&[14D04C02S01],14D04C02S01,1405
[DIVADM].[COD_SUBCIR].&[14D04C03S01],14D04C03S01,132
[DIVADM].[COD_SUBCIR].&[14D04C04S01],14D04C04S01,4341
[DIVADM].[COD_SUBCIR].&[14D04C05S01],14D04C05S01,8654
[DIVADM].[COD_SUBCIR].&[14D04C05S02],14D04C05S02,9730
[DIVADM].[COD_SUBCIR].&[14D04C06S01],14D04C06S01,1851
[DIVADM].[COD_SUBCIR].&[14D04C07S01],14D04C07S01,360
[DIVADM].[COD_SUBCIR].&[14D05C01S01],14D05C01S01,1237
[DIVADM].[COD_SUBCIR].&[14D05C02S01],14D05C02S01,5967
[DIVADM].[COD_SUBCIR].&[14D05C03S01],14D05C03S01,561
[DIVADM].[COD_SUBCIR].&[14D06C01S01],14D06C01S01,901
[DIVADM].[COD_SUBCIR].&[14D06C02S01],14D06C02S01,8095
[DIVADM].[COD_SUBCIR].&[14D06C03S01],14D06C03S01,1436
[DIVADM].[COD_SUBCIR].&[14D06C04S01],14D06C04S01,2755
[DIVADM].[COD_SUBCIR].&[14D06C05S01],14D06C05S01,9011
[DIVADM].[COD_SUBCIR].&[14D06C06S01],14D06C06S01,4315
[DIVADM].[COD_SUBCIR].&[15D01C01S01],15D01C01S01,12470
[DIVADM].[COD_SUBCIR].&[15D01C02S01],15D01C02S01,8582
[DIVADM].[COD_SUBCIR].&[15D01C03S01],15D01C03S01,2416
[DIVADM].[COD_SUBCIR].&[15D01C04S01],15D01C04S01,14054
[DIVADM].[COD_SUBCIR].&[15D01C04S02],15D01C04S02,23020
[DIVADM].[COD_SUBCIR].&[15D01C05S01],15D01C05S01,21942
[DIVADM].[COD_SUBCIR].&[15D01C05S02],15D01C05S02,15221
[DIVADM].[COD_SUBCIR].&[15D01C06S01],15D01C06S01,1996
[DIVADM].[COD_SUBCIR].&[15D01C07S01],15D01C07S01,2408
[DIVADM].[COD_SUBCIR].&[15D01C07S02],15D01C07S02,2895
[DIVADM].[COD_SUBCIR].&[15D01C08S01],15D01C08S01,1262
[DIVADM].[COD_SUBCIR].&[15D01C09S01],15D01C09S01,2118
[DIVADM].[COD_SUBCIR].&[15D02C01S01],15D02C01S01,4427
[DIVADM].[COD_SUBCIR].&[15D02C02S01],15D02C02S01,332
[DIVADM].[COD_SUBCIR].&[15D02C03S01],15D02C03S01,3138
[DIVADM].[COD_SUBCIR].&[15D02C04S01],15D02C04S01,62
[DIVADM].[COD_SUBCIR].&[15D02C05S01],15D02C05S01,798
[DIVADM].[COD_SUBCIR].&[15D02C05S02],15D02C05S02,5992
[DIVADM].[COD_SUBCIR].&[15D02C06S01],15D02C06S01,3548
[DIVADM].[COD_SUBCIR].&[16D01C01S01],16D01C01S01,10784
[DIVADM].[COD_SUBCIR].&[16D01C01S02],16D01C01S02,42404
[DIVADM].[COD_SUBCIR].&[16D01C01S03],16D01C01S03,12119
[DIVADM].[COD_SUBCIR].&[16D01C02S01],16D01C02S01,24918
[DIVADM].[COD_SUBCIR].&[16D01C02S02],16D01C02S02,26509
[DIVADM].[COD_SUBCIR].&[16D01C03S01],16D01C03S01,3682
[DIVADM].[COD_SUBCIR].&[16D01C03S02],16D01C03S02,6961
[DIVADM].[COD_SUBCIR].&[16D01C04S01],16D01C04S01,302
[DIVADM].[COD_SUBCIR].&[16D01C05S01],16D01C05S01,2759
[DIVADM].[COD_SUBCIR].&[16D01C06S01],16D01C06S01,12368
[DIVADM].[COD_SUBCIR].&[16D01C07S01],16D01C07S01,3034
[DIVADM].[COD_SUBCIR].&[16D01C08S01],16D01C08S01,15
[DIVADM].[COD_SUBCIR].&[16D01C09S01],16D01C09S01,75
[DIVADM].[COD_SUBCIR].&[16D01C10S01],16D01C10S01,1214
[DIVADM].[COD_SUBCIR].&[16D01C11S01],16D01C11S01,18290
[DIVADM].[COD_SUBCIR].&[16D01C11S02],16D01C11S02,4309
[DIVADM].[COD_SUBCIR].&[16D01C12S01],16D01C12S01,3636
[DIVADM].[COD_SUBCIR].&[16D02C01S01],16D02C01S01,4475
[DIVADM].[COD_SUBCIR].&[16D02C02S01],16D02C02S01,570
[DIVADM].[COD_SUBCIR].&[17D01C01S01],17D01C01S01,2143
[DIVADM].[COD_SUBCIR].&[17D01C01S02],17D01C01S02,38
[DIVADM].[COD_SUBCIR].&[17D01C02S01],17D01C02S01,1190
[DIVADM].[COD_SUBCIR].&[17D01C03S01],17D01C03S01,1374
[DIVADM].[COD_SUBCIR].&[17D01C04S01],17D01C04S01,8135
[DIVADM].[COD_SUBCIR].&[17D02C01S01],17D02C01S01,22702
[DIVADM].[COD_SUBCIR].&[17D02C01S02],17D02C01S02,17033
[DIVADM].[COD_SUBCIR].&[17D02C02S01],17D02C02S01,3018
[DIVADM].[COD_SUBCIR].&[17D02C02S02],17D02C02S02,18918
[DIVADM].[COD_SUBCIR].&[17D02C02S03],17D02C02S03,61727
[DIVADM].[COD_SUBCIR].&[17D02C02S04],17D02C02S04,16853
[DIVADM].[COD_SUBCIR].&[17D02C03S01],17D02C03S01,23455
[DIVADM].[COD_SUBCIR].&[17D02C03S02],17D02C03S02,78908
[DIVADM].[COD_SUBCIR].&[17D02C04S01],17D02C04S01,22617
[DIVADM].[COD_SUBCIR].&[17D02C05S01],17D02C05S01,317
[DIVADM].[COD_SUBCIR].&[17D02C06S01],17D02C06S01,10933
[DIVADM].[COD_SUBCIR].&[17D02C07S01],17D02C07S01,16691
[DIVADM].[COD_SUBCIR].&[17D02C07S02],17D02C07S02,5387
[DIVADM].[COD_SUBCIR].&[17D02C07S03],17D02C07S03,15502
[DIVADM].[COD_SUBCIR].&[17D02C08S01],17D02C08S01,5152
[DIVADM].[COD_SUBCIR].&[17D02C08S02],17D02C08S02,16215
[DIVADM].[COD_SUBCIR].&[17D02C09S01],17D02C09S01,22218
[DIVADM].[COD_SUBCIR].&[17D02C10S01],17D02C10S01,25725
[DIVADM].[COD_SUBCIR].&[17D02C10S02],17D02C10S02,763
[DIVADM].[COD_SUBCIR].&[17D03C01S01],17D03C01S01,1771
[DIVADM].[COD_SUBCIR].&[17D03C02S01],17D03C02S01,307
[DIVADM].[COD_SUBCIR].&[17D03C02S02],17D03C02S02,218
[DIVADM].[COD_SUBCIR].&[17D03C02S03],17D03C02S03,1048
[DIVADM].[COD_SUBCIR].&[17D03C03S01],17D03C03S01,49
[DIVADM].[COD_SUBCIR].&[17D03C04S01],17D03C04S01,2000
[DIVADM].[COD_SUBCIR].&[17D03C05S01],17D03C05S01,1614
[DIVADM].[COD_SUBCIR].&[17D03C05S02],17D03C05S02,30218
[DIVADM].[COD_SUBCIR].&[17D03C05S03],17D03C05S03,15477
[DIVADM].[COD_SUBCIR].&[17D03C05S04],17D03C05S04,3016
[DIVADM].[COD_SUBCIR].&[17D03C06S01],17D03C06S01,12070
[DIVADM].[COD_SUBCIR].&[17D03C06S02],17D03C06S02,13666
[DIVADM].[COD_SUBCIR].&[17D03C06S03],17D03C06S03,12656
[DIVADM].[COD_SUBCIR].&[17D03C07S01],17D03C07S01,19958
[DIVADM].[COD_SUBCIR].&[17D03C08S01],17D03C08S01,11475
[DIVADM].[COD_SUBCIR].&[17D03C08S02],17D03C08S02,30351
[DIVADM].[COD_SUBCIR].&[17D03C08S03],17D03C08S03,17099
[DIVADM].[COD_SUBCIR].&[17D03C09S01],17D03C09S01,38560
[DIVADM].[COD_SUBCIR].&[17D03C09S02],17D03C09S02,11804
[DIVADM].[COD_SUBCIR].&[17D03C09S03],17D03C09S03,15980
[DIVADM].[COD_SUBCIR].&[17D03C10S01],17D03C10S01,53159
[DIVADM].[COD_SUBCIR].&[17D03C11S01],17D03C11S01,11402
[DIVADM].[COD_SUBCIR].&[17D03C12S01],17D03C12S01,3825
[DIVADM].[COD_SUBCIR].&[17D03C13S01],17D03C13S01,26504
[DIVADM].[COD_SUBCIR].&[17D03C13S02],17D03C13S02,9333
[DIVADM].[COD_SUBCIR].&[17D03C13S03],17D03C13S03,32359
[DIVADM].[COD_SUBCIR].&[17D03C13S04],17D03C13S04,12966
[DIVADM].[COD_SUBCIR].&[17D03C14S01],17D03C14S01,33211
[DIVADM].[COD_SUBCIR].&[17D03C14S02],17D03C14S02,3983
[DIVADM].[COD_SUBCIR].&[17D03C14S03],17D03C14S03,9619
[DIVADM].[COD_SUBCIR].&[17D03C15S01],17D03C15S01,5173
[DIVADM].[COD_SUBCIR].&[17D03C16S01],17D03C16S01,14347
[DIVADM].[COD_SUBCIR].&[17D03C17S01],17D03C17S01,49269
[DIVADM].[COD_SUBCIR].&[17D03C17S02],17D03C17S02,10875
[DIVADM].[COD_SUBCIR].&[17D03C17S03],17D03C17S03,1727
[DIVADM].[COD_SUBCIR].&[17D03C17S04],17D03C17S04,11090
[DIVADM].[COD_SUBCIR].&[17D03C17S05],17D03C17S05,22690
[DIVADM].[COD_SUBCIR].&[17D03C18S01],17D03C18S01,25256
[DIVADM].[COD_SUBCIR].&[17D03C18S02],17D03C18S02,15683
[DIVADM].[COD_SUBCIR].&[17D03C19S01],17D03C19S01,10327
[DIVADM].[COD_SUBCIR].&[17D03C19S02],17D03C19S02,30671
[DIVADM].[COD_SUBCIR].&[17D03C19S03],17D03C19S03,22646
[DIVADM].[COD_SUBCIR].&[17D04C01S01],17D04C01S01,8997
[DIVADM].[COD_SUBCIR].&[17D04C01S02],17D04C01S02,23259
[DIVADM].[COD_SUBCIR].&[17D04C01S03],17D04C01S03,24581
[DIVADM].[COD_SUBCIR].&[17D04C01S04],17D04C01S04,7899
[DIVADM].[COD_SUBCIR].&[17D04C02S01],17D04C02S01,13967
[DIVADM].[COD_SUBCIR].&[17D04C02S02],17D04C02S02,3926
[DIVADM].[COD_SUBCIR].&[17D04C02S03],17D04C02S03,8967
[DIVADM].[COD_SUBCIR].&[17D04C02S04],17D04C02S04,10732
[DIVADM].[COD_SUBCIR].&[17D04C03S01],17D04C03S01,18979
[DIVADM].[COD_SUBCIR].&[17D04C03S02],17D04C03S02,30289
[DIVADM].[COD_SUBCIR].&[17D04C03S03],17D04C03S03,34256
[DIVADM].[COD_SUBCIR].&[17D04C03S04],17D04C03S04,58491
[DIVADM].[COD_SUBCIR].&[17D04C03S05],17D04C03S05,12026
[DIVADM].[COD_SUBCIR].&[17D04C04S01],17D04C04S01,35327
[DIVADM].[COD_SUBCIR].&[17D04C04S02],17D04C04S02,16533
[DIVADM].[COD_SUBCIR].&[17D04C04S03],17D04C04S03,20742
[DIVADM].[COD_SUBCIR].&[17D04C04S04],17D04C04S04,6422
[DIVADM].[COD_SUBCIR].&[17D04C04S05],17D04C04S05,13376
[DIVADM].[COD_SUBCIR].&[17D04C05S01],17D04C05S01,6358
[DIVADM].[COD_SUBCIR].&[17D04C05S02],17D04C05S02,7710
[DIVADM].[COD_SUBCIR].&[17D04C05S03],17D04C05S03,22452
[DIVADM].[COD_SUBCIR].&[17D04C06S01],17D04C06S01,55017
[DIVADM].[COD_SUBCIR].&[17D04C06S02],17D04C06S02,22262
[DIVADM].[COD_SUBCIR].&[17D04C06S03],17D04C06S03,9976
[DIVADM].[COD_SUBCIR].&[17D04C06S04],17D04C06S04,28512
[DIVADM].[COD_SUBCIR].&[17D04C07S01],17D04C07S01,23421
[DIVADM].[COD_SUBCIR].&[17D04C07S02],17D04C07S02,4724
[DIVADM].[COD_SUBCIR].&[17D04C07S03],17D04C07S03,29481
[DIVADM].[COD_SUBCIR].&[17D04C08S01],17D04C08S01,21446
[DIVADM].[COD_SUBCIR].&[17D04C08S02],17D04C08S02,19148
[DIVADM].[COD_SUBCIR].&[17D04C08S03],17D04C08S03,43060
[DIVADM].[COD_SUBCIR].&[17D04C08S04],17D04C08S04,68262
[DIVADM].[COD_SUBCIR].&[17D05C01S01],17D05C01S01,26651
[DIVADM].[COD_SUBCIR].&[17D05C01S02],17D05C01S02,19994
[DIVADM].[COD_SUBCIR].&[17D05C01S03],17D05C01S03,28041
[DIVADM].[COD_SUBCIR].&[17D05C01S04],17D05C01S04,16606
[DIVADM].[COD_SUBCIR].&[17D05C02S01],17D05C02S01,26928
[DIVADM].[COD_SUBCIR].&[17D05C02S02],17D05C02S02,22685
